date,outbreak_type,outbreak_severity_0_5,total_patient_arrivals,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2023-02-14,Respiratory,4,181,115,45,13,8,11,3,2,1,1,1,3,7,1,1,2,1,7,4,8,22,9,39,79,51,12,1,33,10,7,28,19,50,110,66,9,2,2,0,High
2023-02-15,Respiratory,4,189,124,45,9,11,10,3,2,1,1,1,3,7,1,1,2,1,6,4,7,22,9,39,80,51,12,1,48,13,9,24,16,47,107,41,5,2,2,0,High
2023-02-16,None,0,129,95,14,14,6,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,7,31,14,1,1,45,7,10,12,10,5,36,14,8,2,1,0,Watch
2023-02-17,None,0,128,95,19,9,5,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,17,1,1,46,11,10,10,13,9,50,20,10,2,1,0,Watch
2023-02-18,None,0,120,83,19,8,10,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,4,9,37,17,1,1,40,9,9,14,11,11,43,22,9,2,0,0,Normal
2023-02-19,None,0,115,78,15,9,13,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,7,31,15,1,1,40,11,7,11,12,8,35,14,7,2,2,0,Watch
2023-02-20,None,0,125,93,18,8,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,37,16,1,1,42,10,7,11,13,10,34,17,9,2,1,0,Watch
2023-02-21,None,0,148,100,23,17,8,9,2,1,1,1,1,2,6,2,1,2,1,5,4,3,15,5,11,45,20,1,1,33,11,8,19,12,10,54,20,9,2,1,0,Watch
2023-02-22,None,0,143,106,15,9,13,8,2,1,1,1,1,2,6,1,1,2,1,5,4,3,12,3,7,34,16,1,1,45,12,6,13,11,6,35,19,9,2,1,0,Watch
2023-02-23,None,0,128,94,15,12,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,32,15,1,1,44,10,8,14,11,8,42,14,9,2,1,0,Watch
2023-02-24,None,0,133,100,17,10,6,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,4,8,36,16,1,1,36,14,7,12,11,10,41,14,10,2,1,0,Watch
2023-02-25,None,0,118,81,19,8,10,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,4,9,37,17,1,1,42,11,6,16,12,7,39,19,8,2,1,0,Watch
2023-02-26,None,0,124,81,21,9,13,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,14,4,10,40,18,2,1,42,13,5,17,12,11,43,18,10,2,0,0,Normal
2023-02-27,None,0,125,97,13,8,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,9,3,6,30,14,1,1,45,11,8,8,11,5,38,19,9,2,2,0,Watch
2023-02-28,None,0,131,93,17,13,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,8,35,16,1,1,33,9,8,12,11,6,43,15,4,2,2,0,Watch
2023-03-01,None,0,134,97,14,10,13,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,7,31,14,1,1,46,11,6,11,12,5,30,19,9,2,3,0,High
2023-03-02,None,0,137,96,18,12,11,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,37,16,1,1,38,10,6,12,11,11,38,13,8,2,2,0,Watch
2023-03-03,None,0,123,87,20,9,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,39,17,1,1,41,7,11,13,13,11,47,22,9,2,0,0,Normal
2023-03-04,None,0,137,88,18,9,22,10,2,1,2,1,1,2,5,1,1,2,1,6,6,3,16,4,9,36,16,2,1,50,12,9,14,11,11,32,19,7,2,2,0,Watch
2023-03-05,None,0,117,79,18,8,12,7,2,1,1,1,1,2,5,1,1,1,1,4,4,3,12,4,9,35,16,1,1,42,11,10,11,12,10,47,19,9,2,1,0,Watch
2023-03-06,None,0,126,95,19,7,5,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,4,9,38,17,1,1,47,10,7,10,13,8,36,20,9,2,2,0,Watch
2023-03-07,None,0,132,97,18,13,4,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,37,16,1,1,42,11,7,12,12,11,39,20,10,2,0,0,Normal
2023-03-08,None,0,148,107,19,8,14,8,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,9,40,18,2,1,53,11,8,11,13,8,47,15,9,2,3,0,High
2023-03-09,None,0,130,94,17,13,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,35,16,1,1,46,11,6,11,12,8,42,14,9,2,1,0,Watch
2023-03-10,None,0,127,93,19,8,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,17,1,1,45,11,7,12,13,11,44,23,8,2,0,0,Normal
2023-03-11,None,0,127,83,20,8,16,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,14,4,9,39,17,2,1,47,11,7,13,13,6,50,14,9,2,3,0,High
2023-03-12,None,0,114,77,15,10,12,9,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,7,31,15,1,1,41,11,8,15,11,7,32,19,8,2,0,0,Normal
2023-03-13,None,0,130,95,19,9,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,4,9,38,17,1,1,36,8,9,10,12,8,38,13,6,2,3,0,High
2023-03-14,None,0,137,95,21,14,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,4,10,41,18,1,1,39,7,10,13,12,12,51,16,8,2,1,0,Watch
2023-03-15,None,0,141,105,17,9,10,6,2,1,1,1,1,2,6,1,1,2,1,4,3,3,12,4,8,36,17,1,1,43,9,8,15,13,8,32,17,9,2,1,0,Watch
2023-03-16,None,0,129,92,16,14,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,3,8,34,15,1,1,35,12,8,13,10,9,43,17,11,2,0,0,Normal
2023-03-17,None,0,126,90,20,7,9,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,9,39,17,1,1,41,11,7,12,12,8,46,17,11,2,1,0,Watch
2023-03-18,None,0,117,83,16,7,11,7,2,1,1,1,1,2,5,1,1,1,1,4,4,3,11,3,8,33,15,1,1,44,11,9,13,11,6,44,20,7,2,1,0,Watch
2023-03-19,None,0,117,78,19,9,11,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,9,37,17,1,1,44,10,6,12,12,9,47,20,9,2,1,0,Watch
2023-03-20,None,0,133,101,18,7,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,16,1,1,34,9,8,11,11,10,46,17,10,2,0,0,Normal
2023-03-21,None,0,148,108,14,14,12,10,2,1,1,1,1,2,6,1,1,2,1,6,4,3,12,3,7,32,15,1,1,43,9,11,12,12,7,40,14,7,1,1,0,Watch
2023-03-22,None,0,140,104,16,9,11,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,8,35,15,1,1,36,10,7,12,12,7,35,12,9,2,2,0,Watch
2023-03-23,None,0,131,95,15,14,7,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,11,3,7,32,15,1,1,42,12,11,10,11,5,32,15,10,2,2,0,Watch
2023-03-24,None,0,126,90,21,8,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,10,41,18,1,1,47,11,8,14,13,9,43,22,10,2,1,0,Watch
2023-03-25,None,0,120,84,19,8,9,5,2,1,1,1,1,2,5,1,1,1,1,3,3,2,12,4,9,37,17,1,1,37,12,6,10,12,7,48,23,8,2,2,0,Watch
2023-03-26,None,0,111,80,14,7,10,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,10,3,7,29,13,1,1,43,12,7,10,10,9,33,13,8,2,0,0,Normal
2023-03-27,None,0,135,103,18,8,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,16,1,1,45,9,9,10,11,9,45,13,9,2,2,0,Watch
2023-03-28,None,0,153,108,16,13,16,10,2,1,1,1,1,2,6,1,1,2,1,6,5,3,14,3,8,35,16,2,1,47,15,7,18,11,6,34,22,9,3,2,0,Watch
2023-03-29,None,0,161,111,21,10,19,11,3,1,2,1,1,2,6,1,1,2,1,7,6,4,16,4,10,43,19,2,1,32,11,8,13,12,12,57,27,12,1,1,0,Watch
2023-03-30,None,0,139,98,19,14,8,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,4,9,39,17,1,1,51,16,5,15,12,9,44,17,5,2,0,0,Normal
2023-03-31,None,0,128,91,20,8,9,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,40,17,1,1,45,13,5,16,13,11,38,14,12,2,2,0,Watch
2023-04-01,None,0,119,82,15,10,12,9,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,7,31,15,1,1,56,10,9,14,10,8,40,17,8,2,0,0,Normal
2023-04-02,None,0,113,78,15,8,12,7,2,1,1,1,1,2,5,1,1,1,1,4,4,3,11,3,7,31,15,1,1,44,14,7,14,10,9,29,20,9,2,1,0,Watch
2023-04-03,None,0,132,92,26,7,7,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,5,12,49,20,1,1,33,10,6,17,15,14,53,17,8,2,1,0,Watch
2023-04-04,None,0,131,94,18,13,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,37,16,1,1,42,11,7,14,13,11,42,16,9,2,0,0,Normal
2023-04-05,None,0,148,107,21,9,11,9,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,10,43,19,1,1,41,9,4,11,11,7,53,16,9,2,3,0,High
2023-04-06,None,0,141,95,23,15,8,9,2,1,1,1,1,2,6,1,1,2,1,5,4,3,15,5,11,44,20,1,1,51,11,8,18,15,13,56,25,9,2,0,0,Normal
2023-04-07,None,0,130,95,19,9,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,17,1,1,39,13,8,10,12,8,43,20,10,2,2,0,Watch
2023-04-08,None,0,124,83,22,8,11,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,10,42,18,1,1,54,12,7,12,13,12,40,21,9,2,2,0,Watch
2023-04-09,None,0,112,73,20,9,10,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,13,4,9,38,16,1,1,47,8,8,14,11,10,49,19,9,2,0,0,Normal
2023-04-10,None,0,133,100,15,12,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,33,15,1,1,40,14,8,13,12,5,33,20,9,2,1,0,Watch
2023-04-11,None,0,144,99,22,14,9,9,2,1,1,1,1,2,6,1,1,2,1,5,4,3,14,4,10,43,19,1,1,38,12,9,17,13,9,44,26,8,2,1,0,Watch
2023-04-12,None,0,144,105,17,8,14,8,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,8,36,17,1,1,42,12,10,15,11,6,36,19,11,2,1,0,Watch
2023-04-13,None,0,129,95,11,15,8,7,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,2,5,26,13,1,1,49,9,12,10,10,5,33,13,8,2,0,0,Normal
2023-04-14,None,0,120,88,14,10,8,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,7,30,14,1,1,45,11,8,11,11,8,28,16,7,2,1,0,Watch
2023-04-15,None,0,121,81,20,10,10,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,4,9,39,17,1,1,43,11,9,14,11,7,44,14,8,2,2,0,Watch
2023-04-16,None,0,119,78,20,9,12,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,9,38,17,1,1,50,10,8,11,12,7,41,22,9,2,2,0,Watch
2023-04-17,None,0,137,106,16,9,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,3,8,35,15,1,1,37,11,10,13,10,9,34,21,9,2,1,0,Watch
2023-04-18,None,0,142,104,17,14,7,8,2,1,1,1,1,2,6,1,1,2,1,5,3,3,12,4,8,36,17,1,1,36,12,7,14,11,8,32,19,7,2,1,0,Watch
2023-04-19,None,0,137,104,14,7,12,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,32,14,1,1,45,11,8,13,10,9,42,19,9,2,0,0,Normal
2023-04-20,None,0,137,96,19,13,9,10,2,1,1,1,1,2,5,1,1,2,1,6,4,3,13,4,9,39,17,1,1,37,11,9,14,12,10,47,16,10,2,1,0,Watch
2023-04-21,None,0,123,94,15,8,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,7,32,15,1,1,53,10,8,10,10,5,33,16,10,2,1,0,Watch
2023-04-22,None,0,120,81,20,7,12,7,2,1,1,1,1,2,5,1,1,1,1,4,4,3,13,4,9,39,17,1,1,39,12,8,13,12,10,49,23,9,2,0,0,Normal
2023-04-23,None,0,119,80,20,9,10,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,13,4,9,38,17,1,1,38,8,9,17,12,11,52,18,9,1,0,0,Normal
2023-04-24,None,0,133,104,14,9,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,9,3,7,32,14,1,1,35,11,7,8,10,8,37,18,8,2,1,0,Watch
2023-04-25,None,0,130,93,13,16,8,8,2,1,1,1,1,2,5,2,1,2,1,5,3,3,11,3,6,29,14,1,1,41,12,8,9,11,7,26,19,12,2,2,0,Watch
2023-04-26,None,0,153,109,19,10,15,10,2,1,1,1,1,2,6,1,1,2,1,6,5,3,14,4,9,40,18,2,1,32,13,8,14,13,7,51,22,9,2,1,0,Watch
2023-04-27,None,0,135,97,18,14,6,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,37,16,1,1,51,11,8,15,13,9,47,13,9,2,1,0,Watch
2023-04-28,None,0,130,97,18,9,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,37,16,1,1,39,15,10,10,12,8,47,22,4,2,2,0,Watch
2023-04-29,None,0,117,81,15,8,13,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,7,31,15,1,1,52,13,8,11,12,6,42,21,9,2,2,0,Watch
2023-04-30,None,0,120,83,17,9,11,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,4,8,34,16,1,1,51,10,7,15,11,7,37,23,8,2,1,0,Watch
2023-05-01,None,0,142,103,22,10,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,10,44,19,1,1,42,11,5,14,12,12,60,18,12,2,1,0,Watch
2023-05-02,None,0,136,99,17,12,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,8,36,16,1,1,37,14,4,10,13,7,49,17,10,2,2,0,Watch
2023-05-03,None,0,144,110,17,8,9,8,2,1,1,1,1,2,6,1,1,2,1,5,4,3,11,4,8,37,17,1,1,40,10,5,13,11,10,39,20,9,2,0,0,Normal
2023-05-04,None,0,133,93,18,15,7,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,37,16,1,1,42,11,8,14,11,11,47,22,9,2,0,0,Normal
2023-05-05,None,0,129,99,18,8,4,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,4,9,37,16,1,1,41,11,10,10,12,9,49,14,8,2,1,0,Watch
2023-05-06,None,0,120,81,21,7,11,7,2,1,1,1,1,2,5,1,1,1,1,4,4,3,13,4,10,40,18,1,1,49,9,8,17,12,12,49,21,9,2,0,0,Normal
2023-05-07,None,0,120,83,18,10,9,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,4,9,36,16,1,1,40,11,7,14,11,11,39,20,9,2,0,0,Normal
2023-05-08,Diarrheal,3,159,114,31,8,6,7,3,1,1,1,1,2,6,1,1,2,1,4,3,5,15,22,27,58,33,2,1,47,10,9,13,39,27,64,38,9,2,1,0,Watch
2023-05-09,Diarrheal,3,161,109,29,15,8,11,2,1,1,1,1,2,6,1,1,2,1,7,4,6,17,21,25,55,32,2,1,48,11,8,14,28,32,52,25,10,2,3,0,High
2023-05-10,Diarrheal,3,167,118,32,8,9,9,3,1,1,1,1,2,6,1,1,2,1,5,4,5,16,23,28,60,34,2,1,32,11,7,20,31,23,81,44,7,2,1,0,Watch
2023-05-11,Diarrheal,3,157,103,33,14,7,10,2,1,1,1,1,2,6,1,1,2,1,6,4,6,18,24,29,60,35,2,1,38,12,6,19,38,28,64,43,9,2,1,0,Watch
2023-05-12,Diarrheal,3,155,108,34,8,5,7,2,1,1,1,1,2,6,1,1,2,1,4,3,5,16,24,29,62,36,2,1,46,9,8,17,31,23,81,47,13,2,1,0,Watch
2023-05-13,Diarrheal,3,145,96,28,10,11,11,2,1,1,1,1,2,6,1,1,2,1,7,5,6,16,20,24,52,31,2,1,42,13,6,17,27,19,71,36,6,2,1,0,Watch
2023-05-14,Diarrheal,3,140,90,31,8,11,9,2,1,1,1,1,2,5,1,1,2,1,5,4,5,17,22,27,56,32,2,1,37,9,10,19,34,21,67,29,11,2,2,0,Watch
2023-05-15,Diarrheal,3,169,115,34,12,8,10,3,1,1,1,1,2,7,1,1,2,1,6,4,6,18,24,29,63,37,2,1,48,10,7,23,43,26,70,45,4,2,1,0,Watch
2023-05-16,Diarrheal,3,162,110,31,14,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,5,17,22,27,58,33,2,1,37,10,7,17,34,24,66,46,12,2,1,0,Watch
2023-05-17,Diarrheal,3,170,121,28,8,13,9,3,1,1,1,1,2,7,1,1,2,1,5,4,5,16,20,24,55,32,2,1,35,10,9,13,25,26,70,28,9,2,2,0,Watch
2023-05-18,Diarrheal,3,156,101,35,13,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,6,18,25,30,63,36,2,1,40,9,10,20,41,39,76,37,7,2,0,0,Watch
2023-05-19,Diarrheal,3,154,109,32,8,5,8,2,1,1,1,1,2,6,1,1,2,1,5,3,5,15,23,28,59,34,1,1,40,17,9,17,33,23,69,49,9,2,1,0,Watch
2023-05-20,Diarrheal,3,147,100,27,8,12,9,2,1,1,1,1,2,6,1,1,2,1,5,4,5,16,19,23,51,30,2,1,47,9,6,14,28,21,58,35,9,2,2,0,Watch
2023-05-21,None,0,117,80,13,10,14,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,6,28,14,1,1,41,12,8,10,12,7,29,13,9,2,2,0,Watch
2023-05-22,None,0,135,102,14,10,9,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,32,14,1,1,41,13,7,11,11,8,33,11,10,2,1,0,Watch
2023-05-23,None,0,127,95,13,14,5,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,6,29,14,1,1,46,12,9,11,12,5,38,20,9,1,1,0,Watch
2023-05-24,None,0,142,105,16,9,12,9,2,1,1,1,1,2,6,1,1,2,1,5,4,3,12,3,8,35,16,1,1,37,12,7,15,11,6,32,17,8,2,2,0,Watch
2023-05-25,None,0,125,92,16,12,5,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,11,3,8,34,15,1,1,49,7,8,12,11,6,39,12,10,2,2,0,Watch
2023-05-26,None,0,118,88,15,9,6,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,7,32,15,1,1,45,9,10,12,11,6,35,19,6,2,1,0,Watch
2023-05-27,None,0,123,88,14,8,13,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,30,14,1,1,42,11,6,9,12,7,34,11,9,2,2,0,Watch
2023-05-28,None,0,111,76,14,9,12,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,11,3,7,29,13,1,1,46,12,9,9,10,6,34,12,8,2,3,0,High
2023-05-29,None,0,131,98,14,10,9,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,11,3,7,31,14,1,1,36,9,5,10,10,5,30,14,9,2,3,0,High
2023-05-30,None,0,132,94,17,14,7,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,8,35,16,1,1,39,10,10,14,12,9,33,21,7,2,1,0,Watch
2023-05-31,None,0,137,104,11,8,14,7,2,1,1,1,1,2,5,1,1,2,1,4,4,2,11,2,5,27,13,1,1,42,12,5,12,10,6,32,17,9,2,0,0,Normal
2023-06-01,None,0,143,87,34,13,9,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,18,7,16,60,25,2,1,41,11,11,22,15,20,73,26,8,2,0,0,Normal
2023-06-02,None,0,142,95,26,12,9,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,15,5,12,49,21,2,1,46,11,10,15,12,15,49,20,7,2,1,0,Watch
2023-06-03,None,0,133,85,28,9,11,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,16,6,13,51,21,2,1,43,11,10,14,16,10,47,27,9,2,3,0,High
2023-06-04,None,0,123,79,25,10,9,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,14,5,12,46,20,1,1,39,11,6,16,14,12,59,28,11,2,0,0,Normal
2023-06-05,None,0,145,100,31,7,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,15,6,14,57,24,2,1,40,5,10,14,15,16,62,33,9,2,1,0,Watch
2023-06-06,None,0,142,97,24,13,8,10,2,1,1,1,1,2,6,1,1,2,1,6,4,4,15,5,11,46,20,1,1,46,14,8,17,14,13,63,28,9,2,0,0,Normal
2023-06-07,None,0,156,107,29,6,14,10,2,1,1,1,1,2,6,1,1,2,1,6,5,4,16,6,14,55,23,2,1,45,11,8,16,16,16,49,26,4,2,1,0,Watch
2023-06-08,None,0,137,89,29,11,8,10,2,1,1,1,1,2,5,1,1,2,1,6,4,4,16,6,14,53,22,2,1,35,9,10,18,13,17,68,22,9,2,0,0,Normal
2023-06-09,None,0,136,93,29,9,5,9,2,1,1,1,1,2,5,1,1,2,1,5,3,4,14,6,14,53,22,1,1,34,13,6,15,16,18,66,18,9,2,1,0,Watch
2023-06-10,None,0,130,82,29,9,10,8,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,6,14,52,22,2,1,43,11,13,17,13,15,56,20,12,3,1,0,Watch
2023-06-11,None,0,130,79,32,7,12,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,6,15,56,23,2,1,39,10,9,21,13,15,74,33,12,1,0,0,Normal
2023-06-12,None,0,137,98,27,7,5,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,5,13,51,21,1,1,47,10,11,11,15,16,57,25,10,2,1,0,Watch
2023-06-13,None,0,144,100,25,12,7,6,2,1,1,1,1,2,6,1,1,2,1,4,3,3,14,5,12,48,21,1,1,49,14,7,15,15,15,47,20,8,2,2,0,Watch
2023-06-14,None,0,162,101,37,9,15,10,2,2,1,1,1,2,6,1,1,2,1,6,5,4,20,7,17,66,27,2,1,41,10,8,18,17,16,80,29,9,2,2,0,Watch
2023-06-15,None,0,141,92,30,13,6,8,2,1,1,1,1,2,6,1,1,2,1,5,3,4,16,6,14,55,23,1,1,52,7,8,20,16,17,52,20,8,1,2,0,Watch
2023-06-16,None,0,133,88,31,7,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,15,6,14,56,23,2,1,47,10,8,13,16,17,65,29,5,2,1,0,Watch
2023-06-17,None,0,135,83,31,9,12,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,6,14,55,23,2,1,46,11,8,14,13,11,65,24,9,2,2,0,Watch
2023-06-18,None,0,122,77,27,7,11,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,15,5,13,49,21,2,1,40,12,6,17,12,14,56,27,6,1,0,0,Normal
2023-06-19,None,0,149,99,36,6,8,8,2,2,1,1,1,2,6,1,1,2,1,5,3,4,17,7,17,64,26,2,1,42,10,7,16,16,19,81,37,11,2,1,0,Watch
2023-06-20,None,0,147,96,32,12,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,15,58,24,2,1,37,11,6,16,13,15,53,23,12,2,3,0,High
2023-06-21,None,0,146,100,26,8,12,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,15,5,12,49,21,2,1,30,8,12,13,13,12,58,21,11,2,1,0,Watch
2023-06-22,None,0,135,89,29,14,3,8,2,1,1,1,1,2,5,1,1,2,1,5,3,4,15,6,14,53,22,1,1,42,11,8,19,15,11,68,27,8,2,1,0,Watch
2023-06-23,None,0,129,89,26,9,5,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,5,12,48,20,1,1,42,12,8,17,12,9,57,25,9,2,1,0,Watch
2023-06-24,None,0,122,82,25,7,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,5,12,46,20,1,1,43,11,8,12,13,9,56,23,10,2,2,0,Watch
2023-06-25,None,0,118,73,28,7,10,9,2,1,1,1,1,2,5,1,1,1,1,5,4,4,15,6,13,50,21,2,1,31,11,9,16,16,15,54,30,10,2,0,0,Normal
2023-06-26,None,0,134,98,25,5,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,5,12,48,20,1,1,34,11,10,13,15,14,46,17,8,2,2,0,Watch
2023-06-27,None,0,142,92,30,13,7,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,16,6,14,55,23,2,1,39,9,5,17,12,14,50,31,10,2,1,0,Watch
2023-06-28,None,0,151,101,33,7,10,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,15,60,25,2,1,44,8,8,16,14,19,58,30,12,2,2,0,Watch
2023-06-29,None,0,137,93,26,12,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,14,5,12,49,20,1,1,41,8,4,15,13,15,61,27,9,2,0,0,Normal
2023-06-30,None,0,129,89,26,8,6,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,5,12,48,20,1,1,42,10,7,15,13,9,49,17,12,2,2,0,Watch
2023-07-01,None,0,129,82,27,7,13,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,5,13,49,21,2,1,42,8,8,21,14,9,64,28,10,2,1,0,Watch
2023-07-02,None,0,130,76,33,8,13,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,18,6,15,58,24,2,1,48,13,11,22,13,16,68,26,10,2,0,0,Normal
2023-07-03,None,0,147,98,36,6,7,8,2,2,1,1,1,2,6,1,1,2,1,5,3,4,17,7,17,64,26,2,1,44,10,8,18,15,17,61,29,9,2,1,0,Watch
2023-07-04,None,0,147,96,36,10,5,9,2,2,1,1,1,2,6,1,1,2,1,5,3,4,17,7,17,64,26,2,1,40,11,8,19,15,14,69,34,11,2,1,0,Watch
2023-07-05,None,0,151,102,30,8,11,9,2,1,1,1,1,2,6,1,1,2,1,5,4,4,16,6,14,56,23,2,1,43,19,9,17,14,11,51,23,10,2,2,0,Watch
2023-07-06,None,0,141,92,27,17,5,10,2,1,1,1,1,2,6,2,1,2,1,6,4,4,16,5,13,50,22,1,1,41,14,10,21,13,11,48,20,5,2,3,0,High
2023-07-07,None,0,137,86,37,6,8,7,2,2,1,1,1,2,5,1,1,2,1,4,3,4,17,7,17,65,26,2,1,47,8,8,18,16,22,72,26,6,2,0,0,Normal
2023-07-08,None,0,126,83,26,6,11,9,2,1,1,1,1,2,5,1,1,2,1,5,4,4,14,5,12,48,20,2,1,44,11,7,15,13,13,63,20,9,2,0,0,Normal
