date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,emergency_scenario_type,emergency_scenario_severity_0_5,vector_borne_cases,respiratory_cases,gastrointestinal_cases,other_fever_cases,severe_respiratory_cases,pediatric_cases,antenatal_cases,obstetric_emergency_cases,immunization_visits,oxygen_support_cases,required_oxygen_cylinders,available_oxygen_cylinders,oxygen_shortage_units,oxygen_shortage_flag,total_general_beds,occupied_general_beds,expected_general_discharges,out_of_service_general_beds,available_general_beds,projected_general_occupancy,overflow_general_patients,required_general_beds,total_emergency_beds,occupied_emergency_beds,expected_emergency_discharges,out_of_service_emergency_beds,available_emergency_beds,projected_emergency_occupancy,overflow_emergency_patients,required_emergency_beds,total_isolation_beds,occupied_isolation_beds,expected_isolation_discharges,out_of_service_isolation_beds,available_isolation_beds,projected_isolation_occupancy,overflow_isolation_patients,required_isolation_beds,overflow_patients,opening_stock_iv_fluids,received_iv_fluids,used_iv_fluids,expired_iv_fluids,closing_stock_iv_fluids,required_iv_fluids,iv_fluids_shortage_units,iv_fluids_reorder_flag,opening_stock_ors,received_ors,used_ors,expired_ors,closing_stock_ors,required_ors,ors_shortage_units,ors_reorder_flag,opening_stock_diagnostic_test_kits,received_diagnostic_test_kits,used_diagnostic_test_kits,expired_diagnostic_test_kits,closing_stock_diagnostic_test_kits,required_diagnostic_test_kits,diagnostic_test_kits_shortage_units,diagnostic_test_kits_reorder_flag,opening_stock_antipyretics,received_antipyretics,used_antipyretics,expired_antipyretics,closing_stock_antipyretics,required_antipyretics,antipyretics_shortage_units,antipyretics_reorder_flag,opening_stock_ppe_kits,received_ppe_kits,used_ppe_kits,expired_ppe_kits,closing_stock_ppe_kits,required_ppe_kits,ppe_kits_shortage_units,ppe_kits_reorder_flag,minimum_obgyn_coverage,required_obgyn_duty_hours,obgyn_on_call_required,obgyn_shortage_flag,minimum_pediatrician_coverage,required_pediatrician_duty_hours,pediatrician_on_call_required,pediatrician_shortage_flag,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_ambulances,available_ambulances,ambulance_shortage_units,ambulance_shortage_flag,resource_shortage_count,emergency_risk_level
2022-11-27,Sunday,7,47,11,Post_Monsoon,1,0,0,0,0,0,0,0.0,21.7,12.8,55.2,,0,0,0,67,14,5,11,7,97,104.0,124.0,101.0,116.43,9.16,100.0,116.43,None,0,6,4,2,2,0,3,2,0,0,1,3,8,0,0,28,16,6,1,11,16,0,16,10,3,1,2,5,3,0,3,28,7,2,1,20,7,0,7,0,350,0,11,1,338,11,0,0,217,0,3,0,214,3,0,0,154,0,9,0,145,9,0,0,649,0,17,1,631,17,0,0,405,0,4,0,401,4,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-11-28,Monday,1,48,11,Post_Monsoon,0,0,0,0,0,0,0,0.0,21.4,12.7,59.5,,0,0,0,88,10,5,9,5,112,97.0,104.0,122.0,115.86,10.18,110.0,116.21,None,0,5,2,2,1,0,2,3,0,0,1,3,5,0,0,28,17,3,0,11,17,0,17,10,4,0,1,5,4,0,4,28,5,2,3,20,5,0,5,0,338,0,8,1,329,8,0,0,214,0,3,0,211,3,0,0,425,280,9,0,416,9,0,0,631,0,15,1,615,15,0,0,401,0,1,0,400,1,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-11-29,Tuesday,2,48,11,Post_Monsoon,0,0,1,0,0,1,3,0.7,21.6,16.4,52.5,,0,0,0,93,17,11,19,9,140,112.0,97.0,126.0,114.43,9.91,136.0,116.36,Road_Accident_Surge,3,5,3,5,4,0,4,4,0,3,1,3,7,0,0,28,14,6,0,14,14,0,14,10,7,0,1,2,7,0,7,28,6,2,0,22,6,0,6,0,329,0,15,1,313,15,0,0,211,0,6,0,205,6,0,0,416,0,12,0,404,12,0,0,615,0,21,1,593,21,0,0,400,0,8,0,392,8,0,0,2,8,1,0,1,8,1,0,2,1,3,1,1,2,6,2,1,1,2,3,2,1,1,1,Watch
2022-11-30,Wednesday,3,48,11,Post_Monsoon,0,0,0,1,0,0,1,1.4,22.4,14.8,51.9,,0,0,0,97,12,6,12,7,127,140.0,112.0,120.0,116.43,12.98,129.0,116.64,None,0,1,4,6,1,0,2,3,0,1,1,3,4,0,0,28,13,6,0,15,13,0,13,10,4,4,2,4,4,0,4,28,5,2,1,22,5,0,5,0,313,0,12,1,300,12,0,0,205,0,7,0,198,7,0,0,404,0,9,0,395,9,0,0,593,0,17,1,575,17,0,0,392,0,4,0,388,4,0,0,2,8,0,0,1,8,0,0,3,1,1,1,1,2,5,1,1,1,1,1,3,0,0,0,Normal
2022-12-01,Thursday,4,48,12,Winter,0,0,0,0,0,1,0,0.0,21.0,12.4,59.7,,0,0,0,84,19,10,6,7,119,127.0,140.0,118.0,117.43,13.48,120.0,116.5,None,0,4,7,4,4,1,3,3,0,4,2,4,4,0,0,28,17,1,1,10,17,0,17,10,2,3,1,7,2,0,2,28,5,1,2,21,5,0,5,0,300,0,12,1,287,12,0,0,198,0,6,0,192,6,0,0,395,0,12,0,383,12,0,0,575,0,22,1,552,22,0,0,388,0,6,0,382,6,0,0,2,8,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2022-12-02,Friday,5,48,12,Winter,0,0,0,0,0,0,0,0.0,19.7,11.4,58.5,,0,0,0,78,16,4,7,4,105,119.0,127.0,124.0,117.57,13.49,116.0,116.43,None,0,4,8,2,2,1,2,1,0,1,2,4,6,0,0,28,15,4,4,9,15,0,15,10,1,1,1,8,1,0,1,28,5,2,0,23,5,0,5,0,287,0,8,1,278,8,0,0,192,0,3,0,189,3,0,0,383,0,10,0,373,10,0,0,552,0,19,1,532,19,0,0,382,0,9,0,373,9,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,3,0,0,0,Normal
2022-12-03,Saturday,6,48,12,Winter,1,0,0,0,0,0,0,0.0,19.6,10.2,52.7,,0,0,0,74,15,7,11,7,107,105.0,119.0,104.0,114.86,13.83,104.0,115.64,None,0,4,5,3,3,0,2,2,1,2,1,3,7,0,0,28,16,2,1,11,16,0,16,10,2,1,1,7,2,0,2,28,7,0,0,21,7,0,7,0,278,0,12,1,265,12,0,0,189,0,4,0,185,4,0,0,373,0,10,0,363,10,0,0,532,0,18,1,513,18,0,0,373,0,6,0,367,6,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-04,Sunday,7,48,12,Winter,1,0,0,0,0,0,0,0.0,19.9,12.3,54.2,,0,0,0,73,16,7,12,8,108,107.0,105.0,97.0,115.29,13.53,101.0,115.86,None,0,5,6,1,4,0,4,2,0,1,1,3,5,0,0,28,21,1,2,5,21,0,21,10,0,2,0,10,0,0,0,28,9,0,0,19,9,0,9,0,265,0,12,1,252,12,0,0,185,0,2,0,183,2,0,0,363,0,10,0,353,10,0,0,513,0,19,1,493,19,0,0,367,0,7,0,360,7,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-05,Monday,1,49,12,Winter,0,0,0,0,1,0,0,0.0,21.2,13.4,58.2,,0,0,0,96,15,10,9,8,130,108.0,107.0,112.0,116.86,11.85,122.0,116.36,None,0,6,5,2,2,1,6,3,1,0,2,4,7,0,0,28,21,5,0,7,21,0,21,10,2,0,2,6,2,0,2,28,8,2,2,18,8,0,8,0,252,0,12,0,240,12,0,0,183,0,3,0,180,3,0,0,353,0,11,0,342,11,0,0,493,0,20,1,472,20,0,0,360,0,5,0,355,5,0,0,2,12,1,0,1,20,1,1,2,1,1,2,1,2,6,1,1,1,1,1,3,0,0,1,Watch
2022-12-06,Tuesday,2,49,12,Winter,0,0,0,0,0,1,0,0.0,22.4,13.5,55.3,,0,0,0,90,13,10,7,6,120,130.0,108.0,140.0,119.43,12.45,126.0,116.93,None,0,1,3,6,3,0,3,2,3,2,1,3,6,0,0,28,16,8,2,10,16,0,16,10,2,1,1,7,2,0,2,28,10,0,2,16,10,0,10,0,240,0,11,0,229,11,0,0,180,0,7,0,173,7,0,0,342,0,9,0,333,9,0,0,472,0,18,1,453,18,0,0,355,0,6,0,349,6,0,0,2,20,1,1,1,8,0,0,2,1,1,1,2,2,6,1,1,1,1,1,3,0,0,1,Watch
2022-12-07,Wednesday,3,49,12,Winter,0,0,0,1,0,0,1,0.0,22.3,14.2,51.1,,0,0,0,96,13,5,14,7,128,120.0,130.0,127.0,116.57,9.3,120.0,116.5,None,0,3,0,5,5,0,3,1,1,0,0,2,8,0,0,28,19,2,2,7,19,0,19,10,0,2,0,10,0,0,0,28,11,1,2,15,11,0,11,0,229,0,12,0,217,12,0,0,173,0,6,0,167,6,0,0,333,0,10,0,323,10,0,0,453,0,18,1,434,18,0,0,349,0,4,0,345,4,0,0,2,12,1,0,1,8,0,0,2,1,2,1,1,2,6,1,1,1,2,2,4,0,0,0,Normal
2022-12-08,Thursday,4,49,12,Winter,0,0,0,0,0,1,0,0.0,19.8,10.8,59.9,,0,0,0,91,13,10,7,9,121,128.0,120.0,119.0,116.71,9.47,118.0,117.07,None,0,1,9,3,0,2,3,4,1,2,3,5,5,0,0,28,23,4,0,5,23,0,23,10,0,0,0,10,0,0,0,28,9,3,0,19,9,0,9,0,217,0,14,0,203,14,0,0,167,0,4,0,163,4,0,0,323,0,9,0,314,9,0,0,434,0,18,1,415,18,0,0,345,0,8,0,337,8,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2022-12-09,Friday,5,49,12,Winter,0,0,0,0,0,0,0,0.0,25.2,15.6,57.8,,0,0,0,82,19,4,7,5,112,121.0,128.0,105.0,117.0,9.56,124.0,117.29,None,0,6,9,1,3,1,2,1,0,1,2,4,5,0,0,28,23,4,2,3,23,0,23,10,0,0,2,8,0,0,0,28,7,3,1,20,7,0,7,0,203,0,9,0,194,9,0,1,163,0,3,0,160,3,0,0,314,0,12,0,302,12,0,0,415,0,22,1,392,22,0,1,337,0,7,0,330,7,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-10,Saturday,6,49,12,Winter,1,0,0,0,0,0,0,0.0,21.6,14.3,55.6,,0,0,0,74,14,7,11,6,106,112.0,121.0,107.0,118.0,8.57,104.0,116.43,None,0,7,3,2,2,0,3,2,1,1,1,3,8,0,0,28,18,8,2,8,18,0,18,10,1,0,1,8,1,0,1,28,6,3,2,20,6,0,6,0,194,0,10,0,184,10,0,0,160,0,3,0,157,3,0,0,302,0,10,0,292,10,0,0,392,0,17,1,374,17,0,0,330,0,6,0,324,6,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2022-12-11,Sunday,7,49,12,Winter,1,0,0,0,0,0,0,0.3,20.7,13.0,51.0,,0,0,0,68,16,5,13,6,102,106.0,112.0,108.0,117.86,8.76,97.0,116.57,None,0,4,9,1,2,1,3,0,1,1,2,4,5,0,0,28,15,8,2,11,15,0,15,10,1,1,1,8,1,0,1,28,4,2,2,22,4,0,4,0,184,0,10,0,174,10,0,0,157,0,2,0,155,2,0,0,292,0,10,0,282,10,0,0,374,0,18,1,355,18,0,0,324,0,5,0,319,5,0,0,2,12,1,0,1,8,0,0,2,1,2,1,1,2,5,1,1,1,1,1,4,0,0,0,Normal
2022-12-12,Monday,1,50,12,Winter,0,0,0,0,0,0,0,0.0,24.4,17.7,53.1,,0,0,0,90,17,8,5,5,120,102.0,106.0,130.0,117.0,9.9,112.0,116.93,None,0,3,10,3,1,1,4,3,0,1,2,4,5,0,0,28,17,2,0,11,17,0,17,10,0,1,1,9,0,0,0,28,4,1,2,22,4,0,4,0,174,0,9,0,165,9,0,0,155,0,4,0,151,4,0,0,282,0,11,0,271,11,0,0,355,0,21,1,333,21,0,0,319,0,8,0,311,8,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,5,1,1,1,1,1,2,0,0,0,Normal
2022-12-13,Tuesday,2,50,12,Winter,0,0,0,0,0,1,0,0.0,20.7,11.7,57.6,,0,0,0,92,18,12,8,7,130,120.0,102.0,120.0,115.57,8.55,140.0,117.5,None,0,2,9,3,4,1,6,4,1,1,2,4,8,0,0,28,15,3,1,12,15,0,15,10,2,0,0,8,2,0,2,28,8,0,2,18,8,0,8,0,165,0,12,0,153,12,0,0,151,0,4,0,147,4,0,0,271,0,11,0,260,11,0,0,333,0,22,1,310,22,0,0,311,0,13,0,298,13,0,0,2,12,1,0,1,20,1,1,2,1,1,2,1,2,6,2,1,1,1,1,3,0,0,1,Watch
2022-12-14,Wednesday,3,50,12,Winter,0,0,0,1,0,0,1,0.4,20.1,12.8,47.5,,0,0,0,97,16,8,13,7,134,130.0,120.0,128.0,117.0,9.9,127.0,116.79,None,0,6,5,2,3,1,8,0,0,0,2,4,8,0,0,28,18,3,2,8,18,0,18,10,2,0,0,8,2,0,2,28,7,2,0,21,7,0,7,0,453,300,11,1,441,11,0,0,147,0,3,0,144,3,0,0,260,0,12,0,248,12,0,0,1010,700,21,2,987,21,0,0,298,0,5,0,293,5,0,0,2,8,0,0,1,20,1,1,3,1,2,2,1,2,6,1,1,1,1,1,4,0,0,1,Watch
2022-12-15,Thursday,4,50,12,Winter,0,0,0,0,0,1,0,0.0,18.9,10.1,62.4,,0,0,0,86,21,12,4,6,123,134.0,130.0,121.0,117.86,11.01,119.0,117.29,None,0,6,6,5,4,2,4,5,1,2,2,4,4,0,0,28,18,3,0,10,18,0,18,10,2,0,0,8,2,0,2,28,8,2,2,18,8,0,8,0,441,0,12,1,428,12,0,0,144,0,7,0,137,7,0,0,248,0,13,0,235,13,0,0,987,0,24,2,961,24,0,0,293,0,11,0,282,11,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,2,1,1,1,1,4,0,0,0,Normal
2022-12-16,Friday,5,50,12,Winter,0,0,0,0,0,0,0,0.0,19.8,11.2,54.9,,0,0,0,83,17,6,5,6,111,123.0,134.0,112.0,118.14,11.12,105.0,117.57,None,0,4,4,6,3,1,3,2,0,1,1,3,8,0,0,28,14,5,1,13,14,0,14,10,3,1,2,5,3,0,3,28,10,1,2,16,10,0,10,0,428,0,12,1,415,12,0,0,137,0,7,0,130,7,0,0,235,0,11,0,224,11,0,0,961,0,20,2,939,20,0,0,282,0,9,0,273,9,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-17,Saturday,6,50,12,Winter,1,0,0,0,0,0,0,0.0,22.1,13.4,58.7,,0,0,0,70,18,6,12,6,106,111.0,123.0,106.0,118.0,11.2,107.0,118.0,None,0,2,10,4,2,1,2,2,0,2,3,5,7,0,0,28,18,1,1,9,18,0,18,10,2,1,2,6,2,0,2,28,7,4,0,21,7,0,7,0,415,0,11,1,403,11,0,0,130,0,5,0,125,5,0,1,224,0,10,0,214,10,0,0,939,0,20,2,917,20,0,0,273,0,8,0,265,8,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-18,Sunday,7,50,12,Winter,1,0,0,0,0,0,0,0.0,25.0,16.2,50.8,,0,0,0,73,13,8,10,8,104,106.0,111.0,102.0,118.0,11.2,108.0,117.93,None,0,3,5,2,3,1,3,3,0,2,2,4,5,0,0,28,22,0,2,4,22,0,22,10,3,1,0,7,3,0,3,28,7,2,1,20,7,0,7,0,403,0,12,1,390,12,0,0,125,0,3,0,122,3,0,0,214,0,9,0,205,9,0,0,917,0,16,2,899,16,0,0,265,0,7,0,258,7,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2022-12-19,Monday,1,51,12,Winter,0,0,0,0,0,0,0,0.0,21.7,11.8,57.9,,0,0,0,94,16,6,9,6,125,104.0,106.0,120.0,118.29,10.81,130.0,117.64,None,0,4,6,4,2,1,4,1,0,1,2,4,6,0,0,28,17,7,2,9,17,0,17,10,6,0,2,2,6,0,6,28,6,2,0,22,6,0,6,0,390,0,11,1,378,11,0,0,122,0,5,0,117,5,0,0,205,0,11,0,194,11,0,1,899,0,20,2,877,20,0,0,258,0,6,0,252,6,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-20,Tuesday,2,51,12,Winter,0,0,0,0,0,1,0,0.0,23.0,15.2,50.5,,0,0,0,89,15,13,9,8,126,125.0,104.0,130.0,119.0,11.06,120.0,117.29,None,0,6,6,3,0,0,9,2,1,1,1,3,5,0,0,28,21,2,2,5,21,0,21,10,4,2,2,4,4,0,4,28,7,1,2,19,7,0,7,0,378,0,13,1,364,13,0,0,117,0,4,0,113,4,0,0,194,0,11,0,183,11,0,0,877,0,19,2,856,19,0,0,252,0,7,0,245,7,0,0,2,20,1,1,1,20,1,1,2,1,1,2,2,2,6,2,1,1,1,1,4,0,0,2,Watch
2022-12-21,Wednesday,3,51,12,Winter,0,0,0,1,0,0,1,0.0,20.7,13.7,55.9,,0,0,0,96,14,5,12,7,127,126.0,125.0,134.0,118.43,10.57,128.0,117.71,None,0,4,4,2,4,1,3,2,0,0,2,4,4,0,0,28,21,5,2,5,21,0,21,10,3,2,0,7,3,0,3,28,5,3,1,22,5,0,5,0,364,0,11,1,352,11,0,0,113,0,3,0,110,3,0,0,183,0,10,0,173,10,0,0,856,0,19,2,835,19,0,0,245,0,5,0,240,5,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-22,Thursday,4,51,12,Winter,0,0,0,0,0,1,0,0.0,24.3,16.3,56.2,,0,0,0,88,17,11,6,6,122,127.0,126.0,123.0,117.43,9.3,121.0,117.64,None,0,6,4,4,3,1,5,5,0,1,1,3,4,0,0,28,19,5,1,8,19,0,19,10,2,2,1,7,2,0,2,28,7,0,0,21,7,0,7,0,352,0,11,1,340,11,0,0,360,250,5,1,354,5,0,0,173,0,12,0,161,12,0,0,835,0,21,2,812,21,0,0,240,0,7,0,233,7,0,0,2,8,1,0,1,8,1,0,2,1,1,1,1,2,6,2,1,1,1,1,2,0,0,0,Normal
2022-12-23,Friday,5,51,12,Winter,0,0,0,0,0,0,0,0.0,19.2,12.1,50.5,,0,0,0,82,15,6,9,7,112,122.0,127.0,111.0,117.29,9.22,112.0,117.71,None,0,2,9,4,0,0,2,1,0,3,2,4,4,0,0,28,15,6,1,12,15,0,15,10,2,1,0,8,2,0,2,28,10,1,1,17,10,0,10,0,340,0,12,1,327,12,0,0,354,0,5,1,348,5,0,0,161,0,10,0,151,10,0,0,812,0,19,2,791,19,0,0,233,0,12,0,221,12,0,1,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2022-12-24,Saturday,6,51,12,Winter,1,0,0,0,0,0,0,0.0,25.4,19.4,49.8,,0,0,0,75,20,7,13,7,115,112.0,122.0,106.0,117.43,9.13,106.0,117.71,None,0,5,8,4,3,2,2,4,1,0,3,5,6,0,0,28,9,8,0,19,9,0,9,10,3,2,2,5,3,0,3,28,12,0,0,16,12,0,12,0,327,0,13,1,313,13,0,0,348,0,6,1,341,6,0,0,151,0,12,0,139,12,0,0,791,0,22,2,767,22,0,0,221,0,10,0,211,10,0,0,2,12,1,0,1,8,0,0,2,1,2,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2022-12-25,Sunday,7,51,12,Winter,1,1,0,0,0,0,1,0.0,21.9,14.2,57.5,,0,0,0,74,16,4,14,6,108,115.0,112.0,104.0,118.71,7.99,102.0,118.36,None,0,5,6,2,3,2,1,2,0,1,3,5,8,0,0,28,10,4,1,17,10,0,10,10,0,3,3,7,0,0,0,28,11,2,1,16,11,0,11,0,313,0,10,1,302,10,0,0,341,0,3,1,337,3,0,0,419,280,10,0,409,10,0,0,767,0,19,1,747,19,0,0,211,0,7,0,204,7,0,0,2,8,0,0,1,8,0,0,2,1,2,1,1,2,5,1,1,1,2,2,4,0,0,0,Normal
2022-12-26,Monday,1,52,12,Winter,0,0,0,0,0,0,0,2.4,21.7,13.5,52.3,,0,0,0,87,20,5,6,5,118,108.0,115.0,125.0,119.29,7.0,120.0,118.79,None,0,7,8,3,2,1,3,2,0,0,2,4,6,0,0,28,13,1,1,14,13,0,13,10,1,0,0,9,1,0,1,28,9,2,1,18,9,0,9,0,302,0,10,1,291,10,0,0,337,0,5,1,331,5,0,0,409,0,13,0,396,13,0,0,747,0,23,1,723,23,0,0,204,0,5,0,199,5,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,4,0,0,0,Normal
2022-12-27,Tuesday,2,52,12,Winter,0,0,0,0,0,1,0,0.0,20.8,12.8,54.8,,0,0,0,92,14,11,8,8,125,118.0,108.0,126.0,118.29,6.61,130.0,118.64,None,0,5,4,3,2,1,7,3,0,1,2,4,4,0,0,28,17,1,2,9,17,0,17,10,3,0,2,5,3,0,3,28,9,1,0,19,9,0,9,0,291,0,13,1,277,13,0,0,331,0,4,1,326,4,0,0,396,0,10,0,386,10,0,0,723,0,19,1,703,19,0,0,199,0,5,0,194,5,0,0,2,8,1,0,1,20,1,1,2,1,1,2,1,2,6,2,1,1,1,1,3,0,0,1,Watch
2022-12-28,Wednesday,3,52,12,Winter,0,0,0,1,0,0,1,0.0,20.3,11.4,53.7,,0,0,0,98,16,5,10,7,129,125.0,118.0,127.0,118.14,6.45,134.0,118.29,None,0,4,5,4,3,0,1,4,0,0,1,3,6,0,0,28,18,3,2,8,18,0,18,10,2,2,0,8,2,0,2,28,10,1,2,16,10,0,10,0,277,0,12,1,264,12,0,0,326,0,5,1,320,5,0,0,386,0,11,0,375,11,0,0,703,0,21,1,681,21,0,0,194,0,6,0,188,6,0,0,2,8,0,0,1,8,0,0,3,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-29,Thursday,4,52,12,Winter,0,0,0,0,0,1,0,0.0,22.6,14.4,54.7,,0,0,0,85,23,13,7,8,128,129.0,125.0,122.0,118.43,6.86,123.0,117.93,None,0,5,10,3,5,0,5,6,1,1,2,4,7,0,0,28,15,6,0,13,15,0,15,10,4,0,1,5,4,0,4,28,11,2,1,16,11,0,11,0,264,0,14,0,250,14,0,0,320,0,5,1,314,5,0,0,375,0,13,0,362,13,0,0,681,0,25,1,655,25,0,0,188,0,11,0,177,11,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,6,2,1,1,1,1,2,0,0,1,Watch
2022-12-30,Friday,5,52,12,Winter,0,0,0,0,0,0,0,0.0,17.2,7.9,52.5,,0,0,0,85,16,7,7,7,115,128.0,129.0,112.0,119.29,7.59,111.0,118.29,None,0,2,5,7,2,0,3,3,0,1,1,3,8,0,0,28,14,4,1,13,14,0,14,10,3,2,0,7,3,0,3,28,12,2,1,15,12,0,12,0,250,0,13,0,237,13,0,0,314,0,8,1,305,8,0,0,362,0,10,0,352,10,0,0,655,0,20,1,634,20,0,0,577,400,8,1,568,8,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2022-12-31,Saturday,6,52,12,Winter,1,0,0,0,0,0,0,0.0,22.7,13.7,52.4,,0,0,0,80,16,6,8,7,110,115.0,128.0,115.0,119.71,7.24,106.0,118.57,None,0,5,6,5,0,1,2,3,0,1,2,4,7,0,0,28,19,1,1,8,19,0,19,10,2,1,2,6,2,0,2,28,10,3,0,18,10,0,10,0,237,0,12,0,225,12,0,0,305,0,6,1,298,6,0,0,352,0,11,0,341,11,0,0,634,0,19,1,614,19,0,0,568,0,6,1,561,6,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2023-01-01,Sunday,7,52,1,Winter,1,0,0,0,0,0,0,0.0,21.2,9.6,58.0,,0,0,0,73,19,6,12,8,110,110.0,115.0,108.0,119.0,7.89,104.0,118.86,None,0,9,5,1,4,0,1,4,1,0,1,3,5,0,0,28,22,2,2,4,22,0,22,10,2,2,0,8,2,0,2,28,10,1,4,14,10,0,10,0,225,0,13,0,212,13,0,0,298,0,3,1,294,3,0,0,341,0,12,0,329,12,0,0,614,0,21,1,592,21,0,0,561,0,4,1,556,4,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2023-01-02,Monday,1,1,1,Winter,0,0,0,0,0,0,0,0.0,23.2,15.2,54.1,,0,0,0,89,16,6,10,7,121,110.0,110.0,118.0,119.29,7.52,125.0,119.29,None,0,4,4,3,5,2,3,0,0,3,2,4,7,0,0,28,17,9,1,10,17,0,17,10,2,1,2,6,2,0,2,28,10,2,1,17,10,0,10,0,212,0,12,0,200,12,0,1,294,0,4,1,289,4,0,0,329,0,11,0,318,11,0,0,592,0,20,1,571,20,0,0,556,0,8,1,547,8,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2023-01-03,Tuesday,2,1,1,Winter,0,0,0,0,0,1,0,0.0,23.9,16.1,50.2,,0,0,0,88,16,13,8,9,125,121.0,110.0,125.0,119.71,7.52,126.0,119.0,None,0,5,7,2,2,0,7,5,0,1,1,3,4,0,0,28,11,13,1,16,11,0,11,10,2,1,2,6,2,0,2,28,9,2,1,18,9,0,9,0,200,0,14,0,186,14,0,0,289,0,3,1,285,3,0,0,318,0,11,0,307,11,0,0,571,0,20,1,550,20,0,0,547,0,6,1,540,6,0,0,2,16,1,1,1,20,1,1,2,1,1,2,2,2,5,2,1,1,1,1,4,0,0,2,Watch
2023-01-04,Wednesday,3,1,1,Winter,0,0,0,1,0,0,1,0.0,25.1,19.6,54.4,,0,0,0,98,17,7,10,6,132,125.0,121.0,129.0,119.71,7.52,127.0,118.93,None,0,5,3,5,4,0,4,3,0,0,1,3,6,0,0,28,6,7,2,20,6,0,6,10,2,2,0,8,2,0,2,28,11,0,0,17,11,0,11,0,186,0,11,0,175,11,0,0,285,0,6,1,278,6,0,0,307,0,12,0,295,12,0,0,550,0,21,1,528,21,0,0,540,0,6,1,533,6,0,0,2,8,0,0,1,8,1,0,3,1,1,1,1,2,5,1,1,1,1,1,4,0,0,0,Normal
2023-01-05,Thursday,4,1,1,Winter,0,0,0,0,0,1,0,0.4,22.2,12.8,45.8,,0,0,0,85,13,10,5,5,113,132.0,125.0,128.0,120.14,8.1,122.0,119.29,None,0,3,7,1,2,1,3,4,1,2,2,4,6,0,0,28,4,3,2,22,4,0,4,10,2,0,0,8,2,0,2,28,12,3,0,16,12,0,12,0,175,0,8,0,167,8,0,0,278,0,2,1,275,2,0,0,295,0,9,0,286,9,0,0,528,0,17,1,510,17,0,0,533,0,12,1,520,12,0,0,2,12,1,0,1,8,0,0,2,1,1,1,1,2,5,1,1,1,1,1,3,0,0,0,Normal
