date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2022-12-14,Wednesday,3,50,12,Winter,0,0,0,1,0,0,1,0.4,20.1,12.8,47.5,,0,0,0,97,16,8,13,7,134,130.0,120.0,128.0,117.0,9.9,127.0,116.79,2,1,1,1,1,2,5,1,1,2,1,4,4,3,12,3,8,34,15,1,1,40,14,10,10,11,7,36,17,11,2,2,0,Watch
2022-12-15,Thursday,4,50,12,Winter,0,0,0,0,0,1,0,0.0,18.9,10.1,62.4,,0,0,0,86,21,12,4,6,123,134.0,130.0,121.0,117.86,11.01,119.0,117.29,2,1,1,1,1,2,5,1,1,2,1,4,2,3,12,4,10,41,18,1,1,43,10,6,14,11,12,50,25,12,2,0,0,Normal
2022-12-16,Friday,5,50,12,Winter,0,0,0,0,0,0,0,0.0,19.8,11.2,54.9,,0,0,0,83,17,6,5,6,111,123.0,134.0,112.0,118.14,11.12,105.0,117.57,2,1,1,1,1,2,4,1,1,1,1,4,3,3,9,4,8,34,15,1,1,35,11,11,9,13,7,46,15,8,2,1,0,Watch
2022-12-17,Saturday,6,50,12,Winter,1,0,0,0,0,0,0,0.0,22.1,13.4,58.7,,0,0,0,70,18,6,12,6,106,111.0,123.0,106.0,118.0,11.2,107.0,118.0,2,1,1,1,1,2,4,1,1,1,1,4,3,3,12,4,9,34,15,1,1,40,11,8,15,11,8,32,16,9,2,2,0,Watch
2022-12-18,Sunday,7,50,12,Winter,1,0,0,0,0,0,0,0.0,25.0,16.2,50.8,,0,0,0,73,13,8,10,8,104,106.0,111.0,102.0,118.0,11.2,108.0,117.93,2,1,1,1,1,2,4,1,1,1,1,5,4,3,10,3,6,27,13,1,1,37,11,10,11,11,5,24,15,10,3,2,0,Watch
2022-12-19,Monday,1,51,12,Winter,0,0,0,0,0,0,0,0.0,21.7,11.8,57.9,,0,0,0,94,16,6,9,6,125,104.0,106.0,120.0,118.29,10.81,130.0,117.64,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,8,34,15,1,1,38,10,8,10,12,8,39,18,10,2,0,0,Normal
2022-12-20,Tuesday,2,51,12,Winter,0,0,0,0,0,1,0,0.0,23.0,15.2,50.5,,0,0,0,89,15,13,9,8,126,125.0,104.0,130.0,119.0,11.06,120.0,117.29,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,7,32,15,1,1,44,10,9,14,10,7,42,13,9,2,1,0,Watch
2022-12-21,Wednesday,3,51,12,Winter,0,0,0,1,0,0,1,0.0,20.7,13.7,55.9,,0,0,0,96,14,5,12,7,127,126.0,125.0,134.0,118.43,10.57,128.0,117.71,2,1,1,1,1,2,5,1,1,2,1,4,4,3,10,3,7,31,14,1,1,46,10,8,9,10,8,32,15,9,2,1,0,Watch
2022-12-22,Thursday,4,51,12,Winter,0,0,0,0,0,1,0,0.0,24.3,16.3,56.2,,0,0,0,88,17,11,6,6,122,127.0,126.0,123.0,117.43,9.3,121.0,117.64,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,35,16,1,1,42,11,6,11,11,8,41,16,8,2,0,0,Normal
2022-12-23,Friday,5,51,12,Winter,0,0,0,0,0,0,0,0.0,19.2,12.1,50.5,,0,0,0,82,15,6,9,7,112,122.0,127.0,111.0,117.29,9.22,112.0,117.71,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,3,7,31,14,1,1,42,11,7,11,11,6,39,12,9,2,2,0,Watch
2022-12-24,Saturday,6,51,12,Winter,1,0,0,0,0,0,0,0.0,25.4,19.4,49.8,,0,0,0,75,20,7,13,7,115,112.0,122.0,106.0,117.43,9.13,106.0,117.71,2,1,1,1,1,2,5,1,1,1,1,4,4,3,13,4,9,38,17,2,1,47,11,8,15,12,10,45,24,10,2,0,0,Normal
2022-12-25,Sunday,7,51,12,Winter,1,1,0,0,0,0,1,0.0,21.9,14.2,57.5,,0,0,0,74,16,4,14,6,108,115.0,112.0,104.0,118.71,7.99,102.0,118.36,2,1,1,1,1,2,4,1,1,1,1,4,4,2,11,3,8,32,14,1,1,35,10,7,10,12,6,41,17,9,2,2,0,Watch
2022-12-26,Monday,1,52,12,Winter,0,0,0,0,0,0,0,2.4,21.7,13.5,52.3,,0,0,0,87,20,5,6,5,118,108.0,115.0,125.0,119.29,7.0,120.0,118.79,2,1,1,1,1,2,5,1,1,1,1,3,2,2,11,4,9,39,17,1,1,45,10,8,13,11,10,41,17,8,2,0,0,Normal
2022-12-27,Tuesday,2,52,12,Winter,0,0,0,0,0,1,0,0.0,20.8,12.8,54.8,,0,0,0,92,14,11,8,8,125,118.0,108.0,126.0,118.29,6.61,130.0,118.64,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,7,31,14,1,1,38,11,8,12,11,9,33,12,10,2,1,0,Watch
2022-12-28,Wednesday,3,52,12,Winter,0,0,0,1,0,0,1,0.0,20.3,11.4,53.7,,0,0,0,98,16,5,10,7,129,125.0,118.0,127.0,118.14,6.45,134.0,118.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,3,8,34,15,1,1,42,11,10,12,11,10,45,20,9,2,0,0,Normal
2022-12-29,Thursday,4,52,12,Winter,0,0,0,0,0,1,0,0.0,22.6,14.4,54.7,,0,0,0,85,23,13,7,8,128,129.0,125.0,122.0,118.43,6.86,123.0,117.93,2,1,1,1,1,2,5,1,1,2,1,5,3,3,14,5,11,43,19,1,1,34,9,6,18,14,10,43,23,9,2,1,0,Watch
2022-12-30,Friday,5,52,12,Winter,0,0,0,0,0,0,0,0.0,17.2,7.9,52.5,,0,0,0,85,16,7,7,7,115,128.0,129.0,112.0,119.29,7.59,111.0,118.29,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,8,33,15,1,1,53,8,8,13,11,9,43,20,9,2,0,0,Normal
2022-12-31,Saturday,6,52,12,Winter,1,0,0,0,0,0,0,0.0,22.7,13.7,52.4,,0,0,0,80,16,6,8,7,110,115.0,128.0,115.0,119.71,7.24,106.0,118.57,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,3,8,32,14,1,1,42,12,8,11,11,10,41,17,10,2,0,0,Normal
2023-01-01,Sunday,7,52,1,Winter,1,0,0,0,0,0,0,0.0,21.2,9.6,58.0,,0,0,0,73,19,6,12,8,110,110.0,115.0,108.0,119.0,7.89,104.0,118.86,2,1,1,1,1,2,4,1,1,1,1,5,4,3,12,4,9,36,16,1,1,36,9,8,10,12,11,38,22,9,2,1,0,Watch
2023-01-02,Monday,1,1,1,Winter,0,0,0,0,0,0,0,0.0,23.2,15.2,54.1,,0,0,0,89,16,6,10,7,121,110.0,110.0,118.0,119.29,7.52,125.0,119.29,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,8,33,15,1,1,34,11,8,14,10,10,46,18,7,2,0,0,Normal
2023-01-03,Tuesday,2,1,1,Winter,0,0,0,0,0,1,0,0.0,23.9,16.1,50.2,,0,0,0,88,16,13,8,9,125,121.0,110.0,125.0,119.71,7.52,126.0,119.0,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,8,33,15,1,1,39,13,8,10,11,6,34,18,9,2,2,0,Watch
2023-01-04,Wednesday,3,1,1,Winter,0,0,0,1,0,0,1,0.0,25.1,19.6,54.4,,0,0,0,98,17,7,10,6,132,125.0,121.0,129.0,119.71,7.52,127.0,118.93,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,36,16,1,1,43,10,5,10,12,6,37,20,9,2,2,0,Watch
2023-01-05,Thursday,4,1,1,Winter,0,0,0,0,0,1,0,0.4,22.2,12.8,45.8,,0,0,0,85,13,10,5,5,113,132.0,125.0,128.0,120.14,8.1,122.0,119.29,2,1,1,1,1,2,5,1,1,1,1,3,2,2,9,3,6,28,14,1,1,45,11,12,9,10,5,32,20,11,2,1,0,Watch
2023-01-06,Friday,5,1,1,Winter,0,0,0,0,0,0,0,0.0,21.9,15.3,63.4,,0,0,0,86,19,6,7,7,118,113.0,132.0,115.0,118.0,7.71,112.0,118.64,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,9,38,17,1,1,48,11,7,14,12,8,50,14,7,2,2,0,Watch
2023-01-07,Saturday,6,1,1,Winter,1,0,0,0,0,0,0,0.0,22.5,12.8,59.9,,0,0,0,78,21,5,12,8,116,118.0,113.0,110.0,118.43,7.61,115.0,119.07,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,10,40,18,2,1,42,9,8,11,13,10,48,24,9,2,1,0,Watch
2023-01-08,Sunday,7,1,1,Winter,1,0,0,0,1,0,0,0.0,21.2,10.1,56.6,,0,0,0,79,19,9,13,9,120,116.0,118.0,110.0,119.29,6.92,108.0,119.14,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,4,9,37,17,1,1,47,12,5,16,11,8,41,14,9,2,2,0,Watch
2023-01-09,Monday,1,2,1,Winter,0,0,0,0,0,0,0,0.0,21.0,13.1,51.0,,0,0,0,94,12,6,4,4,116,120.0,116.0,121.0,120.71,5.8,118.0,120.0,2,1,1,1,1,2,5,1,1,1,1,3,2,2,7,3,6,28,13,1,1,42,11,10,8,10,4,26,14,12,2,2,0,Watch
2023-01-10,Tuesday,2,2,1,Winter,0,0,0,0,0,1,0,0.7,23.1,15.4,51.1,,0,0,0,92,19,13,7,6,131,116.0,120.0,125.0,120.0,6.02,125.0,119.86,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,38,17,1,1,42,14,6,14,11,10,46,20,9,2,0,0,Normal
2023-01-11,Wednesday,3,2,1,Winter,0,0,0,1,0,0,1,0.0,21.2,13.3,55.4,,0,0,0,98,17,5,14,9,134,131.0,116.0,132.0,120.86,7.02,129.0,120.29,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,8,36,16,1,1,45,12,6,13,12,6,38,19,9,2,1,0,Watch
2023-01-12,Thursday,4,2,1,Winter,0,0,0,0,0,1,0,0.0,23.8,14.2,59.8,,0,0,0,82,19,11,8,8,120,134.0,131.0,113.0,121.14,7.49,128.0,120.64,2,1,1,1,1,2,5,1,1,1,1,5,3,3,12,4,9,37,17,1,1,40,9,9,15,13,8,41,24,3,2,1,0,Watch
2023-01-13,Friday,5,2,1,Winter,0,0,0,0,0,0,0,0.0,19.6,11.2,58.7,,0,0,0,87,18,8,10,8,123,120.0,134.0,118.0,122.14,6.77,115.0,120.07,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,9,36,16,1,1,43,7,8,15,13,7,39,15,9,3,2,0,Watch
2023-01-14,Saturday,6,2,1,Winter,1,0,0,0,0,0,0,0.0,22.9,14.4,62.3,Respiratory,4,1,7,100,47,5,11,9,163,123.0,120.0,116.0,122.86,6.56,110.0,120.64,2,2,1,1,1,2,6,1,1,2,1,5,4,7,21,9,40,81,51,12,1,44,10,8,23,16,32,83,64,9,2,2,0,High
2023-01-15,Sunday,7,2,1,Winter,1,0,0,0,0,0,0,0.2,23.6,15.5,57.6,Respiratory,4,1,4,94,46,8,10,10,158,163.0,123.0,120.0,129.57,14.88,110.0,124.43,2,2,1,1,1,2,6,1,1,2,1,6,4,7,22,9,40,79,50,12,1,44,11,10,22,19,49,75,66,10,1,2,0,High
2023-01-16,Monday,1,3,1,Winter,0,0,0,0,0,0,0,0.0,22.4,16.1,59.2,Respiratory,4,1,6,113,45,6,6,9,170,158.0,163.0,116.0,135.0,17.15,121.0,127.86,3,2,1,1,1,2,7,1,1,2,1,5,3,7,20,9,39,79,50,12,1,42,9,5,20,18,48,110,64,9,2,2,0,High
2023-01-17,Tuesday,2,3,1,Winter,0,0,0,0,0,1,0,0.0,23.7,15.3,56.8,Respiratory,4,1,6,116,47,12,8,11,183,170.0,158.0,131.0,142.71,18.93,125.0,131.36,3,2,1,1,1,3,7,1,1,2,1,7,4,8,22,9,40,83,53,12,1,43,15,7,24,18,44,115,71,8,2,2,0,High
2023-01-18,Wednesday,3,3,1,Winter,0,0,0,1,0,0,1,0.0,23.7,15.4,56.2,Respiratory,4,1,5,119,48,7,13,11,187,183.0,170.0,134.0,150.14,22.7,132.0,135.5,3,2,1,1,1,3,7,1,1,2,1,7,5,8,23,9,41,84,54,13,1,41,13,8,29,16,48,80,62,10,2,2,0,High
2023-01-19,Thursday,4,3,1,Winter,0,0,0,0,0,1,0,0.0,25.7,18.5,54.4,Respiratory,4,1,7,107,44,12,5,8,168,187.0,183.0,120.0,157.71,24.79,113.0,139.43,2,2,1,1,1,2,6,1,1,2,1,5,3,7,20,8,38,77,48,11,1,36,11,5,26,15,45,100,61,9,1,2,0,High
2023-01-20,Friday,5,3,1,Winter,0,0,0,0,0,0,0,0.0,23.6,18.2,52.4,Respiratory,4,1,6,107,49,7,3,9,166,168.0,187.0,123.0,164.57,19.49,118.0,143.36,2,2,1,1,1,2,6,1,1,2,1,5,3,7,20,9,42,85,53,12,1,42,14,8,26,16,39,83,75,11,2,3,0,High
2023-01-21,Saturday,6,3,1,Winter,1,0,0,0,0,0,0,0.0,25.8,17.2,51.0,Respiratory,4,1,7,96,47,8,10,10,161,166.0,168.0,163.0,170.71,9.76,116.0,146.79,2,2,1,1,1,2,6,1,1,2,1,6,4,7,22,9,40,81,51,12,1,42,7,8,25,20,46,106,42,8,2,2,0,High
2023-01-22,Sunday,7,3,1,Winter,1,0,0,0,0,0,0,0.7,24.7,16.5,55.1,Respiratory,4,1,6,94,47,7,10,10,158,161.0,166.0,158.0,170.43,10.01,120.0,150.0,2,2,1,1,1,2,6,1,1,2,1,6,4,7,22,9,40,80,51,12,1,43,11,9,28,21,37,99,64,6,2,2,0,High
2023-01-23,Monday,1,4,1,Winter,0,0,0,0,0,0,0,0.0,22.2,11.6,54.3,Respiratory,4,1,7,109,45,7,7,10,168,158.0,161.0,170.0,170.43,10.01,116.0,152.71,2,2,1,1,1,2,6,1,1,2,1,6,4,7,20,9,39,79,49,12,1,34,11,11,23,16,30,101,41,7,2,3,0,High
2023-01-24,Tuesday,2,4,1,Winter,0,0,0,0,0,1,0,0.0,22.9,15.1,61.0,Respiratory,4,1,7,111,42,11,6,10,170,168.0,158.0,183.0,170.14,10.05,131.0,156.43,3,2,1,1,1,2,7,1,1,2,1,6,4,7,20,8,36,75,47,11,1,37,11,9,21,15,29,86,49,9,2,2,0,High
2023-01-25,Wednesday,3,4,1,Winter,0,0,0,1,0,0,1,0.0,22.2,13.8,56.7,Respiratory,4,1,6,118,47,5,10,10,180,170.0,168.0,187.0,168.29,8.6,134.0,159.21,3,2,1,1,1,2,7,1,1,2,1,6,4,7,21,9,40,83,52,12,1,38,8,9,25,18,35,98,45,9,1,3,0,High
2023-01-26,Thursday,4,4,1,Winter,0,1,0,0,0,1,1,1.6,25.1,18.1,52.6,Respiratory,4,1,6,115,45,12,8,11,180,180.0,170.0,168.0,167.29,6.52,120.0,162.5,3,2,1,1,1,2,7,1,1,2,1,7,4,8,22,9,39,79,50,12,1,42,13,7,28,16,41,101,48,7,2,3,0,High
2023-01-27,Friday,5,4,1,Winter,0,0,0,0,0,0,0,0.2,25.4,15.4,54.0,Respiratory,4,1,6,107,45,8,8,11,168,180.0,180.0,166.0,169.0,7.91,123.0,166.79,2,2,1,1,1,2,6,1,1,2,1,7,4,8,21,9,39,79,49,12,1,55,13,8,20,20,41,104,57,7,2,2,0,High
2023-01-28,Saturday,6,4,1,Winter,1,0,0,0,1,0,0,0.0,23.7,15.8,51.5,Respiratory,4,1,5,104,42,10,10,11,166,168.0,180.0,161.0,169.29,7.83,163.0,170.0,2,2,1,1,1,2,6,1,1,2,1,7,4,7,21,8,36,74,46,11,1,47,11,8,27,19,28,100,42,9,2,3,0,High
2023-01-29,Sunday,7,4,1,Winter,1,0,0,0,0,0,0,0.6,22.4,13.8,57.7,Respiratory,4,1,6,90,46,7,11,9,154,166.0,168.0,158.0,170.0,7.25,158.0,170.21,2,2,1,1,1,2,6,1,1,2,1,5,4,7,22,9,40,78,50,12,1,35,12,8,23,18,48,80,43,10,2,2,0,High
2023-01-30,Monday,1,5,1,Winter,0,0,0,0,0,0,0,0.0,25.4,17.4,59.4,Respiratory,4,1,6,118,44,7,6,9,175,154.0,166.0,168.0,169.43,8.26,170.0,169.93,3,2,1,1,1,2,7,1,1,2,1,5,3,7,19,8,38,78,49,11,1,44,10,3,18,15,35,99,46,8,2,5,0,Critical
2023-01-31,Tuesday,2,5,1,Winter,0,0,0,0,0,1,0,0.0,23.2,15.8,52.7,Respiratory,4,1,6,109,46,14,7,10,176,175.0,154.0,170.0,170.43,8.45,183.0,170.29,2,2,1,1,1,2,7,1,1,2,1,6,4,7,22,9,40,80,51,12,1,42,11,8,22,17,31,110,63,9,3,2,0,High
2023-02-01,Wednesday,3,5,2,Winter,0,0,0,1,0,0,1,0.0,25.2,18.3,44.4,Respiratory,4,1,7,121,41,7,14,12,183,176.0,175.0,180.0,171.29,8.66,187.0,169.79,3,2,1,1,1,3,7,1,1,2,1,7,5,8,21,8,35,74,47,11,1,45,10,9,18,19,34,75,41,9,2,4,0,High
2023-02-02,Thursday,4,5,2,Winter,0,0,0,0,0,1,0,0.0,23.8,14.6,45.2,Respiratory,4,1,5,107,47,13,6,11,173,183.0,176.0,180.0,171.71,9.15,168.0,169.5,2,2,1,1,1,2,7,1,1,2,1,7,4,8,22,9,40,82,52,12,1,49,11,6,22,17,40,77,43,6,2,4,0,High
2023-02-03,Friday,5,5,2,Winter,0,0,0,0,0,0,0,3.3,27.4,17.5,51.7,Respiratory,4,1,6,111,48,6,8,10,173,173.0,183.0,168.0,170.71,8.55,166.0,169.86,3,2,1,1,1,2,7,1,1,2,1,6,4,8,21,9,41,84,53,12,1,40,11,11,26,21,31,116,48,9,2,3,0,High
2023-02-04,Saturday,6,5,2,Winter,1,0,0,0,0,0,0,0.0,23.9,15.6,49.9,Respiratory,4,1,7,100,45,7,8,9,160,173.0,173.0,166.0,171.43,8.5,161.0,170.36,2,2,1,1,1,2,6,1,1,2,1,5,4,7,20,9,39,78,49,12,1,48,11,8,19,17,36,76,70,9,2,4,0,High
2023-02-05,Sunday,7,5,2,Winter,1,0,0,0,0,0,0,0.0,27.0,21.1,51.5,Respiratory,4,1,5,91,42,9,10,9,152,160.0,173.0,154.0,170.57,9.27,158.0,170.29,2,2,1,1,1,2,6,1,1,2,1,5,4,7,20,8,36,73,46,11,1,32,12,8,23,17,29,96,51,6,2,2,0,High
2023-02-06,Monday,1,6,2,Winter,0,0,0,0,0,0,0,0.0,27.5,20.4,54.0,Respiratory,4,1,5,114,47,9,6,9,176,152.0,160.0,175.0,170.29,9.79,168.0,169.86,3,2,1,1,1,2,7,1,1,2,1,5,3,7,21,9,40,82,52,12,1,42,8,9,23,15,37,81,72,11,2,3,0,High
2023-02-07,Tuesday,2,6,2,Winter,0,0,0,0,0,1,0,0.2,24.7,16.0,50.1,Respiratory,4,1,6,118,45,13,5,12,181,176.0,152.0,176.0,170.43,9.87,170.0,170.43,3,2,1,1,1,3,7,1,1,2,1,7,4,8,21,9,39,80,51,11,1,46,7,10,22,20,50,90,46,10,2,2,0,High
2023-02-08,Wednesday,3,6,2,Winter,0,0,0,1,0,0,1,0.0,24.4,15.1,46.5,Respiratory,4,1,7,126,45,8,11,10,190,181.0,176.0,183.0,171.14,10.41,180.0,171.21,3,2,1,1,1,3,7,1,1,2,1,6,4,7,22,9,39,81,51,12,1,48,11,8,19,20,29,78,41,11,2,5,0,Critical
2023-02-09,Thursday,4,6,2,Winter,0,0,0,0,0,1,0,0.0,26.0,15.9,58.6,Respiratory,4,1,6,114,48,13,9,11,184,190.0,181.0,173.0,172.14,11.75,180.0,171.93,3,2,1,1,1,3,7,1,1,2,1,7,4,8,23,9,41,84,54,12,1,38,9,4,30,18,39,90,47,9,2,4,0,High
2023-02-10,Friday,5,6,2,Winter,0,0,0,0,0,0,0,0.0,24.1,14.5,37.2,Respiratory,4,1,7,109,43,8,7,10,167,184.0,190.0,173.0,173.71,12.48,168.0,172.21,2,2,1,1,1,2,6,1,1,2,1,6,4,7,20,8,37,76,47,11,1,35,13,8,22,18,38,98,63,9,2,1,0,High
2023-02-11,Saturday,6,6,2,Winter,1,0,0,0,0,0,0,0.0,23.9,14.1,54.9,Respiratory,4,1,7,102,46,9,11,12,168,167.0,184.0,160.0,172.86,12.7,166.0,172.14,2,2,1,1,1,2,6,1,1,2,1,7,5,8,22,9,40,80,50,12,1,42,11,8,24,20,53,89,72,8,2,1,0,High
2023-02-12,Sunday,7,6,2,Winter,1,0,0,0,0,0,0,0.0,26.3,19.1,53.5,Respiratory,4,1,7,101,47,7,11,10,166,168.0,167.0,152.0,174.0,11.82,154.0,172.29,2,2,1,1,1,2,6,1,1,2,1,6,4,7,22,9,40,81,51,12,1,34,11,10,29,15,39,108,46,7,2,3,0,High
2023-02-13,Monday,1,7,2,Winter,0,0,0,0,0,0,0,0.0,24.0,16.4,54.4,Respiratory,4,1,6,112,47,8,8,10,175,166.0,168.0,176.0,176.0,8.7,175.0,173.14,3,2,1,1,1,2,7,1,1,2,1,6,4,7,21,9,40,82,52,12,1,45,11,8,25,18,45,82,50,9,2,2,0,High
2023-02-14,Tuesday,2,7,2,Winter,0,0,0,0,0,1,0,0.0,27.3,18.1,43.1,Respiratory,4,1,8,115,45,13,8,11,181,175.0,166.0,181.0,175.86,8.71,176.0,173.14,3,2,1,1,1,3,7,1,1,2,1,7,4,8,22,9,39,79,51,12,1,33,10,7,28,19,50,110,66,9,2,2,0,High
2023-02-15,Wednesday,3,7,2,Winter,0,0,0,1,0,0,1,0.2,23.5,16.2,51.3,Respiratory,4,1,6,124,45,9,11,10,189,181.0,175.0,190.0,175.86,8.71,183.0,173.5,3,2,1,1,1,3,7,1,1,2,1,6,4,7,22,9,39,80,51,12,1,48,13,9,24,16,47,107,41,5,2,2,0,High
2023-02-16,Thursday,4,7,2,Winter,0,0,0,0,0,1,0,0.0,25.3,16.8,59.5,,0,0,0,95,14,14,6,8,129,189.0,181.0,184.0,175.71,8.48,173.0,173.93,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,7,31,14,1,1,45,7,10,12,10,5,36,14,8,2,1,0,Watch
2023-02-17,Friday,5,7,2,Winter,0,0,0,0,0,0,0,0.0,23.2,15.3,60.7,,0,0,0,95,19,9,5,6,128,129.0,189.0,167.0,167.86,17.67,173.0,170.79,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,38,17,1,1,46,11,10,10,13,9,50,20,10,2,1,0,Watch
2023-02-18,Saturday,6,7,2,Winter,1,0,0,0,0,0,0,0.0,24.0,14.2,47.5,,0,0,0,83,19,8,10,8,120,128.0,129.0,168.0,162.29,22.54,160.0,167.57,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,4,9,37,17,1,1,40,9,9,14,11,11,43,22,9,2,0,0,Normal
2023-02-19,Sunday,7,7,2,Winter,1,0,0,0,0,0,0,0.0,23.1,14.6,55.1,,0,0,0,78,15,9,13,8,115,120.0,128.0,166.0,155.43,26.68,152.0,164.71,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,3,7,31,15,1,1,40,11,7,11,12,8,35,14,7,2,2,0,Watch
2023-02-20,Monday,1,8,2,Winter,0,0,0,0,0,0,0,0.0,26.2,18.3,46.5,,0,0,0,93,18,8,6,7,125,115.0,120.0,175.0,148.14,29.6,176.0,162.07,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,37,16,1,1,42,10,7,11,13,10,34,17,9,2,1,0,Watch
2023-02-21,Tuesday,2,8,2,Winter,0,0,0,0,1,1,0,0.4,24.0,15.4,58.3,,0,0,0,100,23,17,8,9,148,125.0,115.0,181.0,141.0,28.26,181.0,158.43,2,1,1,1,1,2,6,2,1,2,1,5,4,3,15,5,11,45,20,1,1,33,11,8,19,12,10,54,20,9,2,1,0,Watch
2023-02-22,Wednesday,3,8,2,Winter,0,0,0,1,0,0,1,0.0,22.9,14.6,39.9,,0,0,0,106,15,9,13,8,143,148.0,125.0,189.0,136.29,23.55,190.0,156.07,2,1,1,1,1,2,6,1,1,2,1,5,4,3,12,3,7,34,16,1,1,45,12,6,13,11,6,35,19,9,2,1,0,Watch
2023-02-23,Thursday,4,8,2,Winter,0,0,0,0,0,1,0,0.0,27.6,21.1,55.2,,0,0,0,94,15,12,7,7,128,143.0,148.0,129.0,129.71,11.0,184.0,152.71,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,32,15,1,1,44,10,8,14,11,8,42,14,9,2,1,0,Watch
2023-02-24,Friday,5,8,2,Winter,0,0,0,0,1,0,0,0.0,24.7,14.4,56.2,,0,0,0,100,17,10,6,8,133,128.0,143.0,128.0,129.57,11.02,167.0,148.71,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,4,8,36,16,1,1,36,14,7,12,11,10,41,14,10,2,1,0,Watch
2023-02-25,Saturday,6,8,2,Winter,1,0,0,0,0,0,0,0.0,27.0,19.6,51.9,,0,0,0,81,19,8,10,7,118,133.0,128.0,120.0,130.29,11.05,168.0,146.29,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,4,9,37,17,1,1,42,11,6,16,12,7,39,19,8,2,1,0,Watch
2023-02-26,Sunday,7,8,2,Winter,1,0,0,0,0,0,0,0.0,23.7,15.1,55.7,,0,0,0,81,21,9,13,8,124,118.0,133.0,115.0,130.0,11.34,166.0,142.71,2,1,1,1,1,2,5,1,1,2,1,5,4,3,14,4,10,40,18,2,1,42,13,5,17,12,11,43,18,10,2,0,0,Normal
2023-02-27,Monday,1,9,2,Winter,0,0,0,0,0,0,0,0.0,26.4,17.5,45.6,,0,0,0,97,13,8,7,7,125,124.0,118.0,125.0,131.29,10.0,175.0,139.71,2,1,1,1,1,2,5,1,1,2,1,4,3,3,9,3,6,30,14,1,1,45,11,8,8,11,5,38,19,9,2,2,0,Watch
2023-02-28,Tuesday,2,9,2,Winter,0,0,0,0,0,1,0,1.8,29.3,20.8,49.2,,0,0,0,93,17,13,8,8,131,125.0,124.0,148.0,131.29,10.0,181.0,136.14,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,8,35,16,1,1,33,9,8,12,11,6,43,15,4,2,2,0,Watch
2023-03-01,Wednesday,3,9,3,Summer,0,0,0,1,0,0,1,0.0,29.1,20.3,44.6,,0,0,0,97,14,10,13,8,134,131.0,125.0,143.0,128.86,7.36,189.0,132.57,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,3,7,31,14,1,1,46,11,6,11,12,5,30,19,9,2,3,0,High
